: 8a647adf5214f84200647e1a629554c1e8b5db2d0e6cc8ba2eb7ec762989cb2d : adacef73aaf7c0748d102b405a884ad3a488a5df379248478a5f4f6f6ec26171 : TAROSE2LDGNP5IHE6ZGYA2XEXMKEUBSHN3WI4LEN
: ed7a9159b3846b32c66d79d7821df8991164b105f1e95a1ba548f9089cb47d62 : 6128c48b1fd0cc1402da2dd6ee0113cab287b82822ba6ea6963610873fc8e025 : TAROSE2N4ISDCPIREX43OE7PDF4OIKU52DZDPW4W
: 17e9bfe5ec216c51bcbd3a5ff56b48e1e941e32f4fbe83652ae389cefa4b6d33 : e92afcf2064de2c90e6b02ebc8ada5d22f8beadc43bb19c929b44953d7f1cda4 : TAROSE4Q3J4NFXCQPBDT4XT63DGSVXZQNIZYTZND
: 081729fa3f1367d907c050e2bc50a60ec079ea5b543065dcb69ca7d1327db35d : 52ca1526df5f59aceee63f64c1f48509a9fa05d003867e2d4f6a92b6c2e1bba2 : TAROSE4SPJI6DU2QDPGKZEFJGW4UMBA45XN54P4E
: ed98cec7bf38000901880e6363f80a17685ba2b47930982b06e8bc8d1911aefa : f3a75c668cb85d247f75151effaa53227a6366fbe9c2e20c73d923105808cb92 : TAROSE4XKEUX5WXPIFHLJOEUU3A2AXQAHNYVXPMH
: a07c016c10a89a944bd6920b092b1be6880a14b7fe1922c8129bb46e819034e2 : 8a96a8d3844db7391b03bcbc0a8b86b5549c91dd2d0958bc2947ef16ba0fc8ea : TAROSE6GTGAIR33PBVFHM24WZEVDEGPXTBWLLUVA
: 98e80e2fd2e14d1b3e5c8d8943af5a659ea1e01279fad0570f5d4cbd486e21e9 : be318aa41bde87c20afb3c6063b015a891a20ca64c088f8e1f94b051d8eaccdf : TAROSE6RDAHXGSXKC3LBYCJ6SYRGIEIV3MGMNKVK
: 3fe72fc310b2fd506920d0c56ce52948467cc231af4aac647576372d709023d2 : 4e95f305ef7bafd9f7bbfcbbdaa3165e9228b402e922c8e6cd779743e050aa1f : TAROSEBJ3AUKG7I5K7SDZN7WFO3YIGXV27HXYNW5
: 8af90cc6988947c8a71455a6893182737dcc0db636a9b138fd30fe106d2a04a8 : fed8bb556c5a3ffc5755d5ebadb4ec91b84ded69a639f15aa2bc3d3984b0d220 : TAROSEE6F43OLA2TI4RRP6MHCWG2JJIJMO5TNK65
: dd32413f70c1eee35089c039e40e68cd7de75d85140ce852cb878dbc8e88f1d9 : f29544ce98050ee64a43ec4435fea967c60f79e33ee3c4e1ad44a52d11719da2 : TAROSEFGNEZ7MXRLXJZOTNF7DZHV2EAILVQKSNXC
